id,age,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,past_success_rate,contact_intensity,financial_stability,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,contact_telephone,contact_unknown,poutcome_other,poutcome_success,poutcome_unknown
52760,-1.128740959170833,no,0.17967491745239383,no,no,2,jul,-0.48253400412329156,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
35505,0.5755382013572916,no,-0.3657928992542123,yes,no,21,jul,-0.6296136910101857,0.06732427379150722,-1,-0.31214542884507385,0.0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
19629,1.1436312548666665,no,-0.5299726438377211,yes,no,20,jun,-0.7921754502009634,0.3827367523525479,-1,-0.31214542884507385,0.0,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
43148,0.007445147847916724,no,-0.40961911444077526,no,no,20,jun,-0.4360877872116408,0.3827367523525479,-1,-0.31214542884507385,0.0,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2595,-0.4659657300765624,no,-0.45782795114599445,yes,no,21,nov,-0.7031535344536327,0.06732427379150722,29,1.808778086178152,1.0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
18292,-0.6553300812463541,no,0.5805162240433424,no,no,29,jan,-0.8773268478723232,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
53705,0.954266903696875,no,1.0582219695768782,yes,no,15,may,0.08643215304443042,0.06732427379150722,-1,-0.31214542884507385,0.0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
67083,-1.6968340126802082,no,-0.01653167669052632,yes,no,3,jun,0.36897997259030596,-0.24808820476953347,-1,-0.31214542884507385,0.0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
80554,0.19680949901770836,no,-0.10620685545687814,yes,no,17,nov,-0.7612113055931963,0.3827367523525479,119,1.2785472074223454,0.6,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
50108,-1.0340587835859374,no,1.2965691552453396,yes,no,19,nov,-0.5289802210349424,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
59982,0.3861738501875,no,-0.46895306730873737,no,no,28,jan,-0.2154682568812996,0.06732427379150722,-1,-0.31214542884507385,0.0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
31440,-0.7500122568312498,no,0.7268283578200216,yes,no,20,nov,-0.15353996766576525,-0.24808820476953347,184,0.7483163286665391,0.6666666666666666,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
26107,-0.9393766080010415,no,-0.5673934891124017,yes,yes,27,may,0.5238006956291419,-0.24808820476953347,-1,-0.31214542884507385,0.0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
13218,-0.7500122568312498,no,1.476930886974656,yes,yes,21,nov,0.46574292448957844,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
53325,-0.7500122568312498,no,-0.42580110158658313,yes,no,7,may,-0.5870379921745058,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
35491,0.7649025525270833,no,-0.35669053148469543,no,no,21,jul,0.24125287608326634,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
70004,-0.18191920332187492,no,0.001335934116303178,yes,no,11,may,0.7482907440354539,-0.24808820476953347,-1,-0.31214542884507385,0.0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
87194,-0.7500122568312498,no,-0.5879580977768659,yes,no,23,may,1.0695437443410383,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
89368,0.6702203769421875,no,-0.2188065160131244,yes,no,13,may,-0.5289802210349424,-0.24808820476953347,278,1.2785472074223454,1.0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
14147,-1.223423134755729,no,0.16147018191336,yes,no,31,jul,-0.7921754502009634,0.06732427379150722,-1,-0.31214542884507385,0.0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
59813,-0.8446944324161457,no,0.586247344490816,yes,no,20,nov,-0.33545431723639746,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4529,-0.9393766080010415,no,-0.362421651932169,no,no,1,jun,-0.4631814137434371,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
89815,1.3329956060364583,no,-0.16621505778924892,yes,no,8,jul,-0.5754264379465931,-0.5635006833305741,82,0.7483163286665391,1.0,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
95516,1.5223599572062498,no,-0.4365890930171217,no,yes,25,jul,4.622679338082323,4.483098973646077,-1,-0.31214542884507385,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53229,0.007445147847916724,no,-0.2488106171793098,no,no,28,jan,0.23351183993132454,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
89049,-0.5606479056614582,no,-0.4561423274849728,no,no,30,jul,-0.38964157029999,-0.24808820476953347,-1,-0.31214542884507385,0.0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
5024,-0.37128355449166656,no,-0.4473770844476602,yes,no,18,may,-0.9237730647839739,1.9597991451577512,-1,-0.31214542884507385,0.0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
52550,-0.7500122568312498,no,-0.30881881951168055,yes,no,7,may,0.8102190332509883,-0.5635006833305741,-1,-0.31214542884507385,0.0,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
30926,-0.4659657300765624,no,-0.45782795114599445,no,no,2,jun,-0.6450957633140693,0.06732427379150722,-1,-0.31214542884507385,0.0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
